docket,county,division,court_room,hearing_type,day_of_week,day,month,time,am_pm,street,city,zip_code,court_type
179-9-19,addison,civil,Superior Court Courtroom 2,Motion Hearing,Tuesday,19,Jan,11:30,AM,7 Mahady Court , Middlebury, 05753,Civil Division
150-6-19,addison,small claims,Superior Court Courtroom 2,Contempt Hearing,Tuesday,16,Feb,9:00,AM,7 Mahady Court , Middlebury, 05753,Civil Division
289-8-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,4,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
304-8-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,4,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
349-9-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,4,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
374-10-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,4,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
43-1-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,4,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
61-2-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,4,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
80-3-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,4,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
377-10-19,addison,criminal,Superior Court Courtroom 1,Confidential Hearing,Monday,4,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
405-10-18,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,4,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
177-6-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,4,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
279-7-19,addison,criminal,Superior Court Courtroom 1,Status Conference/Change of Plea,Monday,4,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
137-5-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,4,Jan,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
138-5-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,4,Jan,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
198-7-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,4,Jan,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
224-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,4,Jan,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
237-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,4,Jan,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
85-3-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,4,Jan,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
63-2-20,addison,criminal,Superior Court Courtroom 1,Pre Trial Conference,Monday,4,Jan,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
10-2-20,addison,civil suspension,Superior Court Courtroom 1,Pre Trial Conference,Monday,4,Jan,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
19-1-18,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,4,Jan,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
45-2-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,4,Jan,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
284-6-15,addison,criminal,Superior Court Courtroom 1,VOP Merits Hearing,Wednesday,6,Jan,9:30,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
283-6-15,addison,criminal,Superior Court Courtroom 1,VOP Merits Hearing,Wednesday,6,Jan,9:30,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
293-8-18,addison,criminal,Superior Court Courtroom 1,Show Cause Hearing,Wednesday,6,Jan,11:30,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
329-9-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,11,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
239-8-20,addison,criminal,Superior Court Courtroom 1,Confidential Hearing,Monday,11,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
21-1-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,11,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
91-3-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,11,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
130-4-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,11,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
238-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,11,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
241-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,11,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
379-10-19,addison,criminal,Superior Court Courtroom 1,Sentencing Hearing,Monday,11,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
49-2-19,addison,criminal,Superior Court Courtroom 1,VOP Sentencing Hearing,Monday,11,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
32-1-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,11,Jan,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
55-2-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,11,Jan,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
132-4-16,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,11,Jan,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
163-5-16,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,11,Jan,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
354-9-16,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,11,Jan,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
158-5-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,11,Jan,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
316-8-18,addison,criminal,Superior Court Courtroom 1,Motion Hearing,Monday,11,Jan,11:15,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
123-4-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,11,Jan,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
172-6-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,11,Jan,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
406-9-17,addison,criminal,Superior Court Courtroom 1,VOP Status Conference,Monday,11,Jan,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
213-5-14,addison,criminal,Superior Court Courtroom 1,VOP Rule 5 Hearing,Monday,11,Jan,2:00,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
222-6-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,25,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
418-11-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,25,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
432-11-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,25,Jan,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
245-8-20,addison,criminal,Superior Court Courtroom 1,Confidential Hearing,Monday,25,Jan,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
89-3-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,25,Jan,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
167-6-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,25,Jan,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
225-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference/Change of Plea,Monday,25,Jan,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
499-12-18,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,25,Jan,10:30,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
435-12-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,25,Jan,10:30,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
442-12-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,25,Jan,10:30,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
17-1-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,25,Jan,10:30,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
51-2-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,25,Jan,10:30,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
113-4-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,25,Jan,10:30,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
114-4-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,25,Jan,10:30,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
145-5-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,25,Jan,10:30,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
188-7-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,25,Jan,10:30,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
790-12-13,addison,criminal,Superior Court Courtroom 1,VOP Merits Hearing,Monday,25,Jan,11:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
408-11-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,25,Jan,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
58-2-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,25,Jan,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
225-6-19,addison,criminal,Superior Court Courtroom 1,Status Conference/Change of Plea,Monday,25,Jan,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
42-1-20,addison,criminal,Superior Court Courtroom 1,Status Conference/Change of Plea,Monday,25,Jan,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
141-4-19,addison,criminal,Superior Court Courtroom 1,State of Vermont v.,Friday,29,Jan,09:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
159-5-20,addison,criminal,Superior Court Courtroom 1,State of Vermont v.,Friday,29,Jan,09:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
229-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,1,Feb,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
377-9-18,addison,criminal,Superior Court Courtroom 1,VOP Status Conference,Monday,1,Feb,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
192-6-19,addison,criminal,Superior Court Courtroom 1,VOP Status Conference,Monday,1,Feb,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
33-6-18,addison,civil suspension,Superior Court Courtroom 1,Change of Plea Hearing,Monday,1,Feb,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
268-7-18,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,1,Feb,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
422-10-18,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,1,Feb,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
156-5-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,1,Feb,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
300-8-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,1,Feb,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
126-4-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,1,Feb,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
132-4-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,1,Feb,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
149-5-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,1,Feb,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
204-7-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,1,Feb,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
209-7-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,1,Feb,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
223-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,1,Feb,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
149-4-17,addison,criminal,Superior Court Courtroom 1,VOP Change Of Plea Hearing,Monday,1,Feb,10:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
170-6-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,1,Feb,10:30,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
215-7-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,1,Feb,11:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
268-7-19,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,1,Feb,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
115-4-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,1,Feb,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
234-8-20,addison,criminal,Superior Court Courtroom 1,Change of Plea Hearing,Monday,1,Feb,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
226-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,1,Feb,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
199-6-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
311-8-18,addison,criminal,Superior Court Courtroom 1,VOP Status Conference,Monday,8,Feb,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
224-6-18,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
267-7-18,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
276-7-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
394-10-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
395-10-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
107-4-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Feb,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
329-5-13,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Feb,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
431-6-13,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Feb,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
185-4-17,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Feb,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
436-12-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Feb,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
195-6-19,addison,criminal,Superior Court Courtroom 1,Pre Trial Conference,Monday,22,Feb,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
144-5-20,addison,criminal,Superior Court Courtroom 1,Pre Trial Conference,Monday,22,Feb,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
21-7-20,addison,civil suspension,Superior Court Courtroom 1,Pre Trial Conference,Monday,22,Feb,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
223-6-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Feb,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
233-7-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Feb,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
242-8-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Feb,1:30,PM,7 Mahady Court , Middlebury, 05753,Criminal Division
203-6-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Mar,11:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
35-1-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,8,Mar,11:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
352-9-19,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Mar,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
57-2-20,addison,criminal,Superior Court Courtroom 1,Status Conference,Monday,22,Mar,9:00,AM,7 Mahady Court , Middlebury, 05753,Criminal Division
102-10-19,addison,juvenile,Case Manager Conference Room,Juvenile Confidential Hearing,Thursday,31,Dec,9:00,AM,7 Mahady Court , Middlebury, 05753,Family Division
13-3-20,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,5,Jan,9:00,AM,7 Mahady Court , Middlebury, 05753,Family Division
22-6-20,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,5,Jan,10:00,AM,7 Mahady Court , Middlebury, 05753,Family Division
103-10-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,5,Jan,11:00,AM,7 Mahady Court , Middlebury, 05753,Family Division
104-10-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,5,Jan,11:00,AM,7 Mahady Court , Middlebury, 05753,Family Division
105-10-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,5,Jan,11:00,AM,7 Mahady Court , Middlebury, 05753,Family Division
106-10-19,addison,juvenile,Superior Court Courtroom 1,Juvenile Confidential Hearing,Tuesday,5,Jan,11:00,AM,7 Mahady Court , Middlebury, 05753,Family Division
